tick,white population,black population,luminosity,global temperature
823,0,179,0.8,33.794678013
824,0,182,0.8,33.9099002493
825,0,187,0.8,34.0005906465
826,0,182,0.8,34.0953851074
827,0,180,0.8,34.0913191201
828,0,191,0.8,34.0759994788
829,0,197,0.8,34.1913773135
830,0,195,0.8,34.3175909521
831,0,192,0.8,34.3548225971
832,0,184,0.8,34.3439499559
833,0,196,0.8,34.2612524827
834,0,198,0.8,34.3446700741
835,0,199,0.8,34.4041823366
836,0,202,0.8,34.4362521384
837,0,217,0.8,34.4792142532
838,0,236,0.8,34.6565306102
839,0,237,0.8,34.9396131151
840,0,238,0.8,35.0919731927
841,0,217,0.8,35.1795588605
842,0,214,0.8,35.0138231902
843,0,203,0.8,34.9125952169
844,0,189,0.8,34.7593267129
845,0,175,0.8,34.5369930414
846,0,164,0.8,34.2768654343
847,0,159,0.8,34.0264739261
848,0,165,0.8,33.8451172369
849,0,161,0.8,33.8124972432
850,0,164,0.8,33.7537684063
851,0,164,0.8,33.7573300873
852,0,169,0.8,33.7576462975
853,0,173,0.8,33.8037386987
854,0,174,0.8,33.867510013
855,0,176,0.8,33.9064143223
856,0,174,0.8,33.9441719651
857,0,184,0.8,33.9380870492
858,0,197,0.8,34.0393088212
859,0,199,0.8,34.2235645867
860,0,193,0.8,34.3392179449
861,0,188,0.8,34.3375242575
862,0,190,0.8,34.2882188148
863,0,201,0.8,34.2841044265
864,0,205,0.8,34.3912746561
865,0,188,0.8,34.4871089305
866,0,190,0.8,34.3683974269
867,0,156,0.8,34.3342614736
868,0,160,0.8,33.9753208102
869,0,152,0.8,33.8429459988
870,0,166,0.8,33.6963225368
871,0,182,0.8,33.758674781
872,0,185,0.8,33.941677983
873,0,190,0.8,34.0508566786
874,0,183,0.8,34.1565855252
875,0,159,0.8,34.1391701292
876,0,150,0.8,33.8899538142
877,0,139,0.8,33.676095539
878,0,144,0.8,33.4516441887
879,0,155,0.8,33.3905822922
880,0,168,0.8,33.4679449329
881,0,184,0.8,33.6320460249
882,0,195,0.8,33.8697313211
883,0,209,0.8,34.1000422368
884,0,207,0.8,34.3582720755
885,0,209,0.8,34.4742118797
886,0,203,0.8,34.5611366611
887,0,216,0.8,34.5564948028
888,0,200,0.8,34.6898795898
889,0,197,0.8,34.6010542964
890,0,185,0.8,34.5207636376
891,0,193,0.8,34.3584478283
892,0,178,0.8,34.3600126463
893,0,176,0.8,34.2145536146
894,0,180,0.8,34.1279231823
895,0,178,0.8,34.1344455915
896,0,182,0.8,34.1042787844
897,0,188,0.8,34.1158498809
898,0,207,0.8,34.171619138
899,0,208,0.8,34.3951939516
900,0,208,0.8,34.5276874126
901,0,209,0.8,34.6077597245
902,0,218,0.8,34.6674077231
903,0,205,0.8,34.7906629202
904,0,199,0.8,34.7269270012
905,0,202,0.8,34.64261572
906,0,203,0.8,34.6269611899
907,0,215,0.8,34.6193373896
908,0,208,0.8,34.7229197067
909,0,214,0.8,34.6912535394
910,0,208,0.8,34.7304635524
911,0,211,0.8,34.6881327273
912,0,213,0.8,34.7005315526
913,0,206,0.8,34.7286719503
914,0,197,0.8,34.6677340852
915,0,189,0.8,34.5473716462
916,0,195,0.8,34.416156207
917,0,193,0.8,34.4174699825
918,0,189,0.8,34.3871153095
919,0,177,0.8,34.3246967166
920,0,185,0.8,34.1629278648
921,0,179,0.8,34.1624013911
922,0,193,0.8,34.0961788766
923,0,211,0.8,34.2077228059
924,0,215,0.8,34.4532139722
925,0,219,0.8,34.6292264334
926,0,204,0.8,34.7627935621
927,0,182,0.8,34.6816083822
928,0,179,0.8,34.4189476827
929,0,169,0.8,34.258203006
930,0,165,0.8,34.0750243262
931,0,175,0.8,33.9310441808
932,0,180,0.8,33.9548167796
933,0,191,0.8,34.0135790861
934,0,182,0.8,34.1496176011
935,0,206,0.8,34.1251178512
936,0,185,0.8,34.3585812128
937,0,196,0.8,34.2545467173
938,0,189,0.8,34.3190283517
939,0,194,0.8,34.2919950128
940,0,205,0.8,34.3390514259
941,0,190,0.8,34.4809442174
942,0,182,0.8,34.3944778957
943,0,169,0.8,34.2741775587
944,0,169,0.8,34.0839809939
945,0,170,0.8,33.9910517144
946,0,177,0.8,33.9494628227
947,0,195,0.8,33.998926541
948,0,199,0.8,34.2103314251
949,0,200,0.8,34.3519675079
950,0,192,0.8,34.432088488
951,0,177,0.8,34.3854059502
952,0,179,0.8,34.2088539419
953,0,178,0.8,34.1375068633
954,0,184,0.8,34.0823086455
955,0,189,0.8,34.1177565184
956,0,199,0.8,34.195736618
957,0,206,0.8,34.3468265968
958,0,193,0.8,34.5085414067
959,0,167,0.8,34.457756288
960,0,152,0.8,34.1623927856
961,0,144,0.8,33.8489014057
962,0,143,0.8,33.6020719464
963,0,152,0.8,33.4544998948
964,0,170,0.8,33.4682325651
965,0,173,0.8,33.6574748066
966,0,171,0.8,33.7848386019
967,0,182,0.8,33.8222855958
968,0,178,0.8,33.9496891712
969,0,182,0.8,33.9752854443
970,0,183,0.8,34.0411650101
971,0,173,0.8,34.0945291954
972,0,187,0.8,34.0173006404
973,0,175,0.8,34.1176597634
974,0,178,0.8,34.0365203291
975,0,176,0.8,34.0217494239
976,0,173,0.8,33.9903685597
977,0,193,0.8,33.9411015056
978,0,197,0.8,34.1206938392
979,0,198,0.8,34.2621514789
980,0,190,0.8,34.3530702667
981,0,202,0.8,34.3213964776
982,0,197,0.8,34.4240357717
983,0,213,0.8,34.42864775
984,0,224,0.8,34.597286213
985,0,215,0.8,34.7957368593
986,0,208,0.8,34.7968576683
987,0,199,0.8,34.7226985991
988,0,193,0.8,34.5955676177
989,0,194,0.8,34.4748802428
990,0,169,0.8,34.4271527104
991,0,164,0.8,34.149975778
992,0,150,0.8,33.9654384737
993,0,152,0.8,33.7235499928
994,0,160,0.8,33.6146889692
995,0,165,0.8,33.632745842
996,0,172,0.8,33.6837110909
997,0,178,0.8,33.7826269971
998,0,188,0.8,33.9047019128
999,0,179,0.8,34.0809964565
1000,0,193,0.8,34.0813769407
